IdAluno,idPolo,Nome,Sobrenome,Idade,Etnia,Genero,UF,contactPhoto,email,endereco,cidade
326125062562864910286715779909987599288,302686481213951698752471606189409698744,Yasmin Alves,Alves,25,Pardo,Feminino,SP,https://i0.wp.com/www.portaldodog.com.br/cachorros/wp-content/uploads/2019/12/dogue-de-bordeaux-1047521_1280.jpg?fit=1000%2C666&ssl=1&resize=1280%2C720,yasminalves@yahoo.com.br,Fazenda de Rodrigues,Vieira
326823061644649466419306854554618037176,302686481134723536236150812416017695672,Henrique Moura,Moura,22,Negro,Feminino,SC,https://i0.wp.com/www.portaldodog.com.br/cachorros/wp-content/uploads/2019/12/dogue-de-bordeaux-1047521_1280.jpg?fit=1000%2C666&ssl=1&resize=1280%2C720,henriquemoura@yahoo.com.br,Chácara de da Cruz,Martins
327617016568584411058026092533375042488,302686481213951698752471606189409698744,Maria Julia Ramos,Ramos,21,Pardo,Não-binário,CE,https://i.pinimg.com/736x/57/c1/fb/57c1fb34f435bb21c86cfd3ab4d46d7a.jpg,mariajuliaramos@yahoo.com.br,Ladeira Clarice Fogaça,Lima de Lopes
328387026285734507070054757069096223672,302687278011582104706207558134915138488,Thomas da Conceição,Conceição,21,Branco,Masculino,SP,https://i.pinimg.com/736x/a9/ad/77/a9ad77698ef583b4bd0f972aa20a0519.jpg,thomasdaconceicao@outlook.com.br,Esplanada de Martins,Duarte Grande
329129395911512739226394359601891115960,302687278011582104706207558134915138488,Srta. Vitória Fogaça,Fogaça,17,Branco,Feminino,MG,https://i.pinimg.com/736x/a9/ad/77/a9ad77698ef583b4bd0f972aa20a0519.jpg,srtavitoriafogaca@gmail.com,Campo Gonçalves,Melo de Goiás
329752131724947894860409718914104427448,302686481213951698752471606189409698744,Rafaela Pereira,Pereira,25,Mulato,Masculino,RJ,http://sc04.alicdn.com/kf/H506e860dada5440c8a29672e84a15a66q.jpg,rafaelapereira@bol.com.br,Feira de Cunha,da Luz
330525394471222664056464241841219568568,302686481213951698752471606189409698744,Sarah Fernandes,Fernandes,14,Pardo,Masculino,SP,https://i0.wp.com/www.portaldodog.com.br/cachorros/wp-content/uploads/2019/12/dogue-de-bordeaux-1047521_1280.jpg?fit=1000%2C666&ssl=1&resize=1280%2C720,sarahfernandes@outlook.com.br,Via Nascimento,Pereira
331197249289343625636929696482671723448,302687278011582104706207558134915138488,Bruna Lima,Lima,25,Negro,Feminino,SP,https://i.pinimg.com/736x/57/c1/fb/57c1fb34f435bb21c86cfd3ab4d46d7a.jpg,brunalima@live.com.br,Lago Moura,da Conceição de da Rosa
331690842009458092691585824623631270840,302686481134723536236150812416017695672,Gabriela Cardoso,Cardoso,17,Branco,Feminino,RJ,https://i2.wp.com/gatinhobranco.com/wp-content/uploads/2018/02/pounce-livro-gatinhos-pulando-fotografia.jpg?fit=932%2C500&ssl=1,gabrielacardoso@outlook.com.br,Núcleo de Nascimento,Cunha
332376170368896230064050436652868567992,302687278011582104706207558134915138488,Bryan Cardoso,Cardoso,18,Negro,Masculino,SP,https://i.pinimg.com/736x/a9/ad/77/a9ad77698ef583b4bd0f972aa20a0519.jpg,bryancardoso@yahoo.com.br,Via Stephany da Paz,Rocha da Prata
333045643588452012860889967367729447864,302687278011582104706207558134915138488,Nathan Porto,Porto,21,Branco,Feminino,MG,https://static7.depositphotos.com/1029178/785/i/950/depositphotos_7859857-stock-photo-little-cat-read-a-book.jpg,nathanporto@bol.com.br,Setor de Moura,da Luz
333594694279306889635169756428951094200,302686481213951698752471606189409698744,Davi Pinto,Pinto,16,Indígena,Masculino,RJ,https://i2.wp.com/gatinhobranco.com/wp-content/uploads/2018/02/pounce-livro-gatinhos-pulando-fotografia.jpg?fit=932%2C500&ssl=1,davipinto@hotmail.com.br,Trevo Lima,Jesus de Barbosa
334237237529511423927483500483137766328,302686481134723536236150812416017695672,Raul Vieira,Vieira,14,Branco,Masculino,MG,https://i.pinimg.com/736x/57/c1/fb/57c1fb34f435bb21c86cfd3ab4d46d7a.jpg,raulvieira@yahoo.com.br,Esplanada Olivia Sales,da Luz do Amparo
334850461209755116989481515323410875320,302686481213951698752471606189409698744,Luiza das Neves,Neves,23,Pardo,Masculino,CE,http://sc04.alicdn.com/kf/H506e860dada5440c8a29672e84a15a66q.jpg,luizadasneves@yahoo.com.br,Quadra Lívia Pinto,Caldeira
335644337380896522448014225888210322360,302686481213951698752471606189409698744,Ana Lívia Freitas,Freitas,24,Pardo,Masculino,CE,https://i.pinimg.com/736x/57/c1/fb/57c1fb34f435bb21c86cfd3ab4d46d7a.jpg,analiviafreitas@instituicao.com.br,Residencial de Nogueira,Fernandes
336202893787461698142780146898268586936,302686481134723536236150812416017695672,Lavínia Azevedo,Azevedo,25,Branco,Não-binário,CE,"https://super.abril.com.br/wp-content/uploads/2016/11/gatinhos-filhotes-reconhecem-a-voz-da-prc3b3pria-mc3a3e.jpg?resize=630,420",laviniaazevedo@hotmail.com.br,Fazenda Almeida,Alves de Goiás
336709944520173488192815742059379164088,302687278011582104706207558134915138488,Kevin Novaes,Novaes,19,Negro,Masculino,CE,https://i.pinimg.com/736x/57/c1/fb/57c1fb34f435bb21c86cfd3ab4d46d7a.jpg,kevinnovaes@live.com.br,Quadra Ribeiro,Alves
337137776756206840641668223950135755704,302686481213951698752471606189409698744,Gabrielly Fogaça,Fogaça,18,Pardo,Masculino,MG,https://static7.depositphotos.com/1029178/785/i/950/depositphotos_7859857-stock-photo-little-cat-read-a-book.jpg,gabriellyfogaca@hotmail.com.br,Vale Moura,Freitas de Aragão
337667813004970944032311112660297188280,302687278011582104706207558134915138488,Luna Carvalho,Carvalho,17,Pardo,Masculino,PR,https://i2.wp.com/gatinhobranco.com/wp-content/uploads/2018/02/pounce-livro-gatinhos-pulando-fotografia.jpg?fit=932%2C500&ssl=1,lunacarvalho@outlook.com.br,Colônia Bárbara Mendes,da Mata
338307184276461057237692781781621932984,302686481134723536236150812416017695672,Vitor Gabriel Novaes,Novaes,22,Negro,Não-binário,SC,https://i.pinimg.com/736x/a9/ad/77/a9ad77698ef583b4bd0f972aa20a0519.jpg,vitorgabrielnovaes@live.com.br,Trevo João Pedro Viana,Nogueira do Oeste
338751654347394242683845762227953206200,302687278011582104706207558134915138488,Pietro Moura,Moura,17,Pardo,Masculino,MA,https://i.pinimg.com/736x/57/c1/fb/57c1fb34f435bb21c86cfd3ab4d46d7a.jpg,pietromoura@yahoo.com.br,Colônia da Paz,Nogueira
339528091449228308394910262257021879224,302686481213951698752471606189409698744,Natália Ramos,Ramos,14,Indígena,Masculino,SP,https://i.pinimg.com/736x/a9/ad/77/a9ad77698ef583b4bd0f972aa20a0519.jpg,nataliaramos@hotmail.com.br,Distrito Gustavo Henrique da Rocha,Caldeira do Campo
340052581409703763221473604947027428280,302687278011582104706207558134915138488,Davi Luiz da Cunha,Cunha,27,Negro,Masculino,SP,https://static7.depositphotos.com/1029178/785/i/950/depositphotos_7859857-stock-photo-little-cat-read-a-book.jpg,daviluizdacunha@bol.com.br,Chácara de Ramos,Azevedo
549875701445929865852258698521740216,302686481134723536236150812416017695672,Sra. Laura Novaes,Novaes,20,Pardo,Masculino,RJ,https://static7.depositphotos.com/1029178/785/i/950/depositphotos_7859857-stock-photo-little-cat-read-a-book.jpg,sralauranovaes@yahoo.com.br,Alameda Almeida,Aragão
1204245339468968394742527498863772600,302686481213951698752471606189409698744,Laís da Rosa,Rosa,23,Negro,Feminino,RJ,https://i2.wp.com/gatinhobranco.com/wp-content/uploads/2018/02/pounce-livro-gatinhos-pulando-fotografia.jpg?fit=932%2C500&ssl=1,laisdarosa@yahoo.com.br,Largo Julia Viana,Santos do Galho
1620191608105605882054942647965189048,302686481213951698752471606189409698744,Maria Alice Caldeira,Caldeira,21,Indígena,Masculino,SP,http://sc04.alicdn.com/kf/H506e860dada5440c8a29672e84a15a66q.jpg,mariaalicecaldeira@yahoo.com.br,Pátio Fogaça,Lima de Minas
2218366691161339572008245211596850104,302687278011582104706207558134915138488,Lucas da Mata,Mata,25,Indígena,Feminino,RJ,"https://super.abril.com.br/wp-content/uploads/2016/11/gatinhos-filhotes-reconhecem-a-voz-da-prc3b3pria-mc3a3e.jpg?resize=630,420",lucasdamata@instituicao.com.br,Residencial Vicente Gomes,Moreira de Cavalcanti
2735724294762772785850775294435394488,302687278011582104706207558134915138488,João Guilherme Martins,Martins,15,Negro,Masculino,MG,https://i.pinimg.com/736x/57/c1/fb/57c1fb34f435bb21c86cfd3ab4d46d7a.jpg,joaoguilhermemartins@live.com.br,Praia Maria Luiza Monteiro,da Cunha
3109683202534163312685453919654249400,302686481213951698752471606189409698744,Sra. Rebeca da Cunha,Cunha,26,Pardo,Masculino,SP,"https://super.abril.com.br/wp-content/uploads/2016/11/gatinhos-filhotes-reconhecem-a-voz-da-prc3b3pria-mc3a3e.jpg?resize=630,420",srarebecadacunha@gmail.com,Largo Catarina Duarte,Gomes
3498691024406163270514832939092804536,302687278011582104706207558134915138488,Lorena Costa,Costa,21,Negro,Masculino,MA,https://static7.depositphotos.com/1029178/785/i/950/depositphotos_7859857-stock-photo-little-cat-read-a-book.jpg,lorenacosta@bol.com.br,Jardim Porto,Cunha da Serra
3857594838280268260789960315056161720,302687278011582104706207558134915138488,Amanda Silveira,Silveira,25,Indígena,Feminino,SP,https://i2.wp.com/gatinhobranco.com/wp-content/uploads/2018/02/pounce-livro-gatinhos-pulando-fotografia.jpg?fit=932%2C500&ssl=1,amandasilveira@bol.com.br,Loteamento de Lopes,Vieira do Amparo
4470820182315374119990718889055224760,302686481213951698752471606189409698744,Srta. Sophie Barbosa,Barbosa,16,Pardo,Não-binário,CE,"https://super.abril.com.br/wp-content/uploads/2016/11/gatinhos-filhotes-reconhecem-a-voz-da-prc3b3pria-mc3a3e.jpg?resize=630,420",srtasophiebarbosa@yahoo.com.br,Passarela Fernandes,Alves de Gonçalves
4946189632769935231402594630442943416,302686481134723536236150812416017695672,Mirella Jesus,Jesus,16,Negro,Masculino,SC,https://i.pinimg.com/736x/57/c1/fb/57c1fb34f435bb21c86cfd3ab4d46d7a.jpg,mirellajesus@hotmail.com.br,Morro Danilo da Luz,Rodrigues
5750354927692580657702519781642732472,302686481213951698752471606189409698744,Vitor Hugo Araújo,Araújo,24,Pardo,Feminino,SP,https://i.pinimg.com/736x/a9/ad/77/a9ad77698ef583b4bd0f972aa20a0519.jpg,vitorhugoaraujo@instituicao.com.br,Loteamento de Porto,Lopes de Goiás
6213842292930390003916471931014218680,302686481134723536236150812416017695672,Milena da Mata,Mata,14,Mulato,Não-binário,SP,http://sc04.alicdn.com/kf/H506e860dada5440c8a29672e84a15a66q.jpg,milenadamata@outlook.com.br,Aeroporto de Oliveira,Gomes do Norte
6679701749353876422982437128380875704,302686481213951698752471606189409698744,Ana Clara Pires,Pires,23,Caboclo,Masculino,SC,https://i.pinimg.com/736x/57/c1/fb/57c1fb34f435bb21c86cfd3ab4d46d7a.jpg,anaclarapires@live.com.br,Via de Silveira,Lima
7240638803746280731728951216181609400,302686481134723536236150812416017695672,Maria Clara Caldeira,Caldeira,21,Indígena,Masculino,SP,http://sc04.alicdn.com/kf/H506e860dada5440c8a29672e84a15a66q.jpg,mariaclaracaldeira@yahoo.com.br,Colônia Martins,Mendes
7982214246423469903828792966939673528,302686481213951698752471606189409698744,Samuel Moura,Moura,26,Pardo,Não-binário,SP,https://i.pinimg.com/736x/57/c1/fb/57c1fb34f435bb21c86cfd3ab4d46d7a.jpg,samuelmoura@live.com.br,Travessa Santos,Barros do Sul
8408460334643286783233910743408837560,302686481213951698752471606189409698744,Lucas Viana,Viana,22,Indígena,Masculino,PR,https://i.pinimg.com/736x/a9/ad/77/a9ad77698ef583b4bd0f972aa20a0519.jpg,lucasviana@hotmail.com.br,Condomínio Luiz Otávio Ribeiro,Rodrigues
8808563030709296774636451598684128184,302686481213951698752471606189409698744,Davi Lucca Fernandes,Fernandes,21,Mulato,Feminino,PE,https://i.pinimg.com/736x/57/c1/fb/57c1fb34f435bb21c86cfd3ab4d46d7a.jpg,daviluccafernandes@hotmail.com,Aeroporto Breno Cardoso,Cunha
9153998294640464370756449422088078264,302686481134723536236150812416017695672,Sra. Ana Laura Fogaça,Fogaça,19,Branco,Masculino,SP,https://i0.wp.com/www.portaldodog.com.br/cachorros/wp-content/uploads/2019/12/dogue-de-bordeaux-1047521_1280.jpg?fit=1000%2C666&ssl=1&resize=1280%2C720,sraanalaurafogaca@yahoo.com.br,Residencial Novaes,Moreira
9953409662127766394287816757462959032,302687278011582104706207558134915138488,Dr. Luiz Otávio Lima,Lima,26,Negro,Masculino,PR,https://i.pinimg.com/736x/a9/ad/77/a9ad77698ef583b4bd0f972aa20a0519.jpg,drluizotaviolima@hotmail.com.br,Trecho Sophie Ferreira,Rodrigues do Oeste
10787783308538338073318152278657729464,302686481134723536236150812416017695672,Pedro Cunha,Cunha,25,Branco,Masculino,RJ,https://i0.wp.com/www.portaldodog.com.br/cachorros/wp-content/uploads/2019/12/dogue-de-bordeaux-1047521_1280.jpg?fit=1000%2C666&ssl=1&resize=1280%2C720,pedrocunha@yahoo.com.br,Trecho Cavalcanti,Melo de Costa
11442207138624536358487850956706022328,302687278011582104706207558134915138488,Emilly da Conceição,Conceição,15,Negro,Feminino,SP,https://i.pinimg.com/736x/57/c1/fb/57c1fb34f435bb21c86cfd3ab4d46d7a.jpg,emillydaconceicao@outlook.com.br,Trevo de Castro,Dias de Rezende
12237657573355100251050670253928612792,302687278011582104706207558134915138488,Vitória Dias,Dias,22,Branco,Não-binário,SP,https://i.pinimg.com/736x/a9/ad/77/a9ad77698ef583b4bd0f972aa20a0519.jpg,vitoriadias@yahoo.com.br,Lago de Dias,Oliveira das Flores
12749526091401220198829697649489478584,302686481134723536236150812416017695672,Henrique Nogueira,Nogueira,25,Pardo,Feminino,SP,https://static7.depositphotos.com/1029178/785/i/950/depositphotos_7859857-stock-photo-little-cat-read-a-book.jpg,henriquenogueira@instituicao.com.br,Feira Milena Cunha,Carvalho da Prata
13327892549265137522350868660503184312,302686481213951698752471606189409698744,Ryan Dias,Dias,19,Pardo,Não-binário,RJ,https://i.pinimg.com/736x/a9/ad/77/a9ad77698ef583b4bd0f972aa20a0519.jpg,ryandias@gmail.com,Setor Luiz Otávio Melo,da Rocha
14440254841771133619943453947114816440,302687278011582104706207558134915138488,Helena Alves,Alves,27,Indígena,Feminino,MG,http://sc04.alicdn.com/kf/H506e860dada5440c8a29672e84a15a66q.jpg,helenaalves@bol.com.br,Alameda de Lima,Fernandes Paulista
15201640018834414362924073467261486008,302687278011582104706207558134915138488,Isadora da Rocha,Rocha,15,Branco,Masculino,SP,http://sc04.alicdn.com/kf/H506e860dada5440c8a29672e84a15a66q.jpg,isadoradarocha@instituicao.com.br,Recanto Olivia Castro,Lopes
15829124847558837513668209057166787512,302686481134723536236150812416017695672,Rafael das Neves,Neves,18,Branco,Feminino,SP,https://static7.depositphotos.com/1029178/785/i/950/depositphotos_7859857-stock-photo-little-cat-read-a-book.jpg,rafaeldasneves@hotmail.com,Chácara de Santos,Almeida de Fogaça
16856714669965983572462903093371339704,302687278011582104706207558134915138488,Vitória da Conceição,Conceição,14,Branco,Masculino,SP,http://sc04.alicdn.com/kf/H506e860dada5440c8a29672e84a15a66q.jpg,vitoriadaconceicao@yahoo.com.br,Feira de Gonçalves,Freitas da Prata
17786878096298313861300595512366597048,302686481213951698752471606189409698744,Sr. Kevin Souza,Souza,17,Branco,Não-binário,SC,http://sc04.alicdn.com/kf/H506e860dada5440c8a29672e84a15a66q.jpg,srkevinsouza@outlook.com.br,Campo Barros,Carvalho do Norte
18808895960492156738747017633049347000,302686481213951698752471606189409698744,Luiz Otávio Martins,Martins,20,Pardo,Feminino,BA,https://static7.depositphotos.com/1029178/785/i/950/depositphotos_7859857-stock-photo-little-cat-read-a-book.jpg,luizotaviomartins@hotmail.com,Setor de Viana,Vieira
19448303518480701474808959744950404024,302686481134723536236150812416017695672,Pedro Lucas Moreira,Moreira,27,Negro,Feminino,RJ,https://i0.wp.com/www.portaldodog.com.br/cachorros/wp-content/uploads/2019/12/dogue-de-bordeaux-1047521_1280.jpg?fit=1000%2C666&ssl=1&resize=1280%2C720,pedrolucasmoreira@live.com.br,Residencial Fernandes,Vieira do Norte
20432317534592352092109470031728083896,302686481213951698752471606189409698744,Maria Alice Farias,Farias,14,Pardo,Feminino,CE,https://i0.wp.com/www.portaldodog.com.br/cachorros/wp-content/uploads/2019/12/dogue-de-bordeaux-1047521_1280.jpg?fit=1000%2C666&ssl=1&resize=1280%2C720,mariaalicefarias@hotmail.com,Estação Emanuel Ramos,Aragão
20952845453116793589885761543230194616,302686481213951698752471606189409698744,Alice Barros,Barros,24,Negro,Feminino,CE,https://i0.wp.com/www.portaldodog.com.br/cachorros/wp-content/uploads/2019/12/dogue-de-bordeaux-1047521_1280.jpg?fit=1000%2C666&ssl=1&resize=1280%2C720,alicebarros@yahoo.com.br,Campo de Rezende,da Cunha do Galho
21881841056333663621862655767808836536,302686481213951698752471606189409698744,Dra. Giovanna Gonçalves,Gonçalves,18,Caboclo,Masculino,RJ,https://i.pinimg.com/736x/57/c1/fb/57c1fb34f435bb21c86cfd3ab4d46d7a.jpg,dragiovannagoncalves@yahoo.com.br,Residencial de Ferreira,Almeida do Galho
22675706135532317083819604375752672184,302687278011582104706207558134915138488,Enzo Ribeiro,Ribeiro,25,Negro,Feminino,MG,https://i.pinimg.com/736x/57/c1/fb/57c1fb34f435bb21c86cfd3ab4d46d7a.jpg,enzoribeiro@hotmail.com.br,Passarela Fernandes,da Rocha
23431988939701516687188508437960197048,302686481213951698752471606189409698744,Dr. Davi Luiz Jesus,Jesus,24,Pardo,Masculino,PE,"https://super.abril.com.br/wp-content/uploads/2016/11/gatinhos-filhotes-reconhecem-a-voz-da-prc3b3pria-mc3a3e.jpg?resize=630,420",drdaviluizjesus@hotmail.com.br,Pátio de Souza,Costa
24400952536377470106667007106078737336,302687278011582104706207558134915138488,Thiago Viana,Viana,17,Negro,Masculino,SP,"https://super.abril.com.br/wp-content/uploads/2016/11/gatinhos-filhotes-reconhecem-a-voz-da-prc3b3pria-mc3a3e.jpg?resize=630,420",thiagoviana@gmail.com,Vila de Campos,Moraes do Sul
24853343442858019133680460826914587576,302686481134723536236150812416017695672,Cecília da Cunha,Cunha,25,Pardo,Feminino,PE,https://i2.wp.com/gatinhobranco.com/wp-content/uploads/2018/02/pounce-livro-gatinhos-pulando-fotografia.jpg?fit=932%2C500&ssl=1,ceciliadacunha@hotmail.com,Viela Ana Júlia da Mota,da Rocha
25952236710052102751183706453512029112,302686481134723536236150812416017695672,Srta. Ana Lívia Gonçalves,Gonçalves,20,Indígena,Não-binário,BA,https://i.pinimg.com/736x/57/c1/fb/57c1fb34f435bb21c86cfd3ab4d46d7a.jpg,srtaanaliviagoncalves@instituicao.com.br,Travessa Davi Lucas Freitas,Melo dos Dourados
26379276426775825017341204286696326072,302686481134723536236150812416017695672,Daniela Santos,Santos,27,Pardo,Feminino,RJ,https://static7.depositphotos.com/1029178/785/i/950/depositphotos_7859857-stock-photo-little-cat-read-a-book.jpg,danielasantos@gmail.com,Estrada de Nogueira,Freitas
27151762182460816819968025657214239672,302687278011582104706207558134915138488,Yuri Moreira,Moreira,21,Pardo,Feminino,PR,"https://super.abril.com.br/wp-content/uploads/2016/11/gatinhos-filhotes-reconhecem-a-voz-da-prc3b3pria-mc3a3e.jpg?resize=630,420",yurimoreira@bol.com.br,Travessa de Rocha,Carvalho
27860844174986843329611390178157659064,302686481134723536236150812416017695672,Sra. Maysa Souza,Souza,19,Caboclo,Masculino,BA,"https://super.abril.com.br/wp-content/uploads/2016/11/gatinhos-filhotes-reconhecem-a-voz-da-prc3b3pria-mc3a3e.jpg?resize=630,420",sramaysasouza@live.com.br,Praça Novaes,Lima de da Mota
